SetToDash,Name,UsageCount,Guess,ActualPositionId
,HRSG TA,1,,1c257a31-9e28-411b-9b33-08ded5cfb542
,HRSG Warranty engineer,1,,7230192f-a095-45a1-8535-08ded5cff1a6
,HRSG Warranty manager,1,,c747709d-6a25-4484-8366-08ded5cff1a6
,HRSG Şantiye Şefi,1,,b99d1d05-cfa3-4321-8750-08ded5cff1a6
,"HRSG, BOP ve mekanik tesisat montaji Ekipbaşı",1,,c984b1aa-22c1-40be-8694-08ded5cff1a6
,HSE birimi,1,,cec843f4-22ff-490b-8374-08ded5cff1a6
,HSE CHİEF,1,,9472112a-978e-47eb-84e2-08ded5cff1a6
,HSE MÜHENDİSİ,1,,75ba527f-e3fb-4b23-84c1-08ded5cff1a6
,HSE personeli,1,,a00bece0-be05-4306-8614-08ded5cff1a6
,HSE Süpervizörü (BOP Mekanik işleri),1,,9538fbba-8412-443f-85db-08ded5cff1a6
,HSE SÜPERVİZÖRÜ,1,,414bd3ff-ee07-469f-84c5-08ded5cff1a6
,HSE şefi ( İş güvenliği),1,,f7bfa0d2-2c92-4b71-8681-08ded5cff1a6
,HSE Şefi (Tank Montajı),1,,b48db5c0-0095-493f-86e8-08ded5cff1a6
,Hukuk direktoru,1,,777601bc-46ea-4dd6-871c-08ded5cff1a6
,hukuk koordonatörü,1,,ee9a8809-a9aa-4b02-8620-08ded5cff1a6
,Hukuk ve Uyum Genel müdür yardımcısı,1,,12aad6d4-a2e7-4ce8-8602-08ded5cff1a6
,"Hydraulic Trailer Operator ""Öznakliyat Karataşımacılığı A.Ş.""",1,review,76ed3e10-8e86-4ce3-837a-08ded5cff1a6
,"Hydraulic trailer operator at ""Öznakliyat Karataşımacılığı A.Ş.""",1,review,6fd20afc-457f-4e3a-8643-08ded5cff1a6
,HYDRAULICS TECHNICIAN,1,,98e9b0ed-bf3c-459f-84f7-08ded5cff1a6
,Hypochloride Generation System Kurulumu Elektrik Süpervizörü,1,review,de417e44-7277-4636-8412-08ded5cff1a6
,Hypochloride Generation System Kurulumu Elektrik İşleri Direktörü,1,review,183ba5e6-a1a3-4059-8755-08ded5cff1a6
,Hypochloride Generation System Kurulumu Makina Süpervizörü,1,review,da3c39ad-14ba-4cc1-86ce-08ded5cff1a6
,Hypochloride Generation System Kurulumu Montaj Süpervizörü,1,review,e2d5f7df-b0a1-4c57-9b10-08ded5cfb542
,Hypochloride Generation System Kurulumu Operasyon Direktörü,1,review,5d2d459e-9ccb-42fd-856d-08ded5cff1a6
,Hypochloride Generation System Kurulumu Teknik Koordinatörü,1,review,0d385a0e-6831-4214-9ad7-08ded5cfb542
,I&C Commissioning Engineer,1,review,2aee4c7f-14f9-4736-86b1-08ded5cff1a6
,I&C Mühendisi,1,review,3982175e-4f18-4ead-9b49-08ded5cfb542
,I&C MÜHENDİSİ,1,review,6fc64630-2c88-4d02-84d3-08ded5cff1a6
,I&C SÜPERVİSÖR,1,review,3ee9236c-fdc4-42fc-84cc-08ded5cff1a6
,I&C SÜPERVİZÖRÜ,1,review,9a80a142-958e-4361-854a-08ded5cff1a6
,I&C TECHNICIAN,1,review,5e55528a-8dd2-4c02-84f1-08ded5cff1a6
,I&C şefi,1,review,74e744f6-52e4-4df6-84ca-08ded5cff1a6
,ICS Commissioning Engineer,1,,96acd906-947e-488f-83c4-08ded5cff1a6
,Instrumen Specialist Engineer,1,,445cf3b5-81cf-4bfa-840b-08ded5cff1a6
,Instrument Specialist,1,,ff3dd2f7-0756-45c9-9b23-08ded5cfb542
,Integrirlenen dolandyryş ulgamlary,1,,e9c0a790-6928-4269-9b29-08ded5cfb542
,Intermediate Tester,1,,73836bb4-925e-4cb7-869f-08ded5cff1a6
,International Welding Engineer,1,,ab1d62e1-2767-450f-9b37-08ded5cfb542
,Inžener,1,,7aff7983-e006-4966-8536-08ded5cff1a6
,Inženerler müdiri,1,,a35450e4-2229-47d7-8568-08ded5cff1a6
,IPBD montaj ve devreye alma çalışmaları,1,,69c46d2d-a27d-4da9-84a4-08ded5cff1a6
,ISG Uzmanı,1,,cfe55196-5bf9-48a0-86db-08ded5cff1a6
,ISYSTEMS OTOMOSYON MÜDÜRÜ,1,,45590e0d-a93e-4375-84e8-08ded5cff1a6
,ISYSTEMS PROJE MÜDÜRÜ,1,,e0eb3b25-e8c1-4d09-86ac-08ded5cff1a6
,iş geliştirme müdürü,1,,783ecfca-51cf-4b7c-85c3-08ded5cff1a6
,iş Güvenlik ŞEFİ,1,,df4f71ff-17ee-46eb-841e-08ded5cff1a6
,iş güvenlık müdürü,1,,fe769d1b-a30d-4b1c-84fe-08ded5cff1a6
,işçi (dış cephe kaplama),1,,01027d14-abaa-4109-86e9-08ded5cff1a6
,jenerator süpervizörü,1,,1fe18f1d-387e-483b-8557-08ded5cff1a6
,jeoloji mühendisi,1,,33244cd5-f1ca-415b-9b41-08ded5cfb542
,kaba işler teknikeri,1,,da63936a-2e03-45e3-83eb-08ded5cff1a6
,KABA İŞLER FORMENİ,1,,9fb54777-db37-4e7d-836e-08ded5cff1a6
,Kalibrasion teknikeri,1,,db934720-4b96-43a3-86dc-08ded5cff1a6
,Kalite Güvence ve Kontrol Müdürü,1,,47e6d690-22a5-4487-86ff-08ded5cff1a6
,Kalite Güvence ve Kontrol Uzmanı,1,,f533e664-53cd-4c7d-9b50-08ded5cfb542
,Kalite kontrol borulama inspektorü,1,,348298fd-b044-4a2c-8695-08ded5cff1a6
,Kalite Kontrol Borulama Uzmanı,1,,699d63f4-472c-4234-873b-08ded5cff1a6
,Kalite Kontrol Elektrik Mühendisi,1,,189c39a2-6349-4c49-83fb-08ded5cff1a6
,Kalite kontrol grup şefi,1,,80c812e8-3687-4c93-84d2-08ded5cff1a6
,kalite kontrol inspektorü,1,,65cb499b-3fc1-4f80-85dc-08ded5cff1a6
,Kalite Kontrol Koordinatörü,1,,1f4aea2e-1383-4f2c-83d8-08ded5cff1a6
,Kalite kontrol mekanik inspektörü,1,,f4324e8a-4fdf-4df8-9aca-08ded5cfb542
,Kalite Kontrol Mekanik İnspektörü,1,,0f39370f-ceb9-4f4f-86fb-08ded5cff1a6
,Kalite Mühendisi,1,,96399eb5-da7e-4edd-862d-08ded5cff1a6
,Kalite Şefi (Tank Montajı işleri),1,,5aac92f0-364f-4be2-86c5-08ded5cff1a6
,KALİTE GÜVENCE MÜDÜRÜ,1,,311e2c28-2de6-44f7-84c8-08ded5cff1a6
,KALİTE KONTROL BOYA İNSPEKTÖRÜ,1,,c9c4b42f-ae79-4d5d-9b1d-08ded5cfb542
,KALİTE KONTROL MEKANİK İNSPEKTÖRÜ,1,,6c58f82f-844f-4711-84f5-08ded5cff1a6
,KALİTE KONTROL MÜHENDİSİ,1,,17028978-ebd6-46dc-8714-08ded5cff1a6
,KALİTE KONTROL TEKNİKERİ,1,,dee392bb-6d17-4f82-8413-08ded5cff1a6
,Kalıte kontrol grup şefi,1,,1f31ceb9-3d17-4323-9ae8-08ded5cfb542
,Kamp Amiri,1,,7a6f4181-3156-48d9-8578-08ded5cff1a6
,KAMP AMİRİ,1,,8c67195f-ce41-48af-8460-08ded5cff1a6
,Kantar Süpervizörü,1,,16f9a26b-6930-4ef0-86bd-08ded5cff1a6
,KAYNAK MÜHENDİSİ,1,,c499a9ba-28e0-46c4-843d-08ded5cff1a6
,Kaynak postabaşı,1,,a21bec6c-7f9b-4f74-83d3-08ded5cff1a6
,Kaynak İşçisi,1,,64d2fad0-4517-43f5-8726-08ded5cff1a6
,Kaynakçı (Tank işleri),1,,6f3f48bc-5e27-412a-86c0-08ded5cff1a6
,Kaynakçı (Tank Montajı),1,,53f1695a-92a0-4213-85aa-08ded5cff1a6
,KAZI & DOLGU FORMENİ,1,review,64e2fbb9-8ef9-49a3-84d1-08ded5cff1a6
,Kazı Dolgu Formeni,1,,cdabcc01-658e-4b78-842a-08ded5cff1a6
,Kesir Yetkilisi,1,,53c90106-33e8-44ee-875e-08ded5cff1a6
,Kesir Yetkilisi/finans koordinatörü,1,review,2c10b8c9-1cbe-45bf-8382-08ded5cff1a6
,Kesir Yetkilisi/genel müdür,1,review,54c25a9f-3af5-4b32-8671-08ded5cff1a6
,Kidemli Hukuk Ve Uyum Müşaviri,1,,ed579e24-6751-426c-8507-08ded5cff1a6
,Kontrat uzmanı,1,,dd14fd79-0561-48eb-86c9-08ded5cff1a6
,Kontrat Uzmanı-Kontrat Müdürlüğü,1,,062e5637-aee4-4aac-8734-08ded5cff1a6
,KONTRATLAR MÜDÜRÜ,1,,e4542fb9-c2e1-4f07-83c2-08ded5cff1a6
,Kontrol sistem supervizörü,1,,f8650db9-6e33-486a-9adc-08ded5cfb542
,KOORDİNATÖR,1,,e8c70ac1-cfe9-4ae2-8525-08ded5cff1a6
,KOORDİNATÖR/BORU HATLARI RAFİNERİ DİREKTÖRLÜĞÜ,1,review,b04ba7c6-ed6e-487e-8752-08ded5cff1a6
,KUMLAMA BOYAMA FORMENİ,1,,f0bf51b2-fe72-4f22-8493-08ded5cff1a6
,Kurumsal Finansman Müdürü,1,,7c3b47a0-0ba4-44de-8618-08ded5cff1a6
,Kurumsal Strateji ve Planlama Koordinatörü,1,,6960343b-8184-4518-8566-08ded5cff1a6
,Kurumsal ve Yapılandırılmış Finansmen Koordinatörü,1,review,34227c9a-8a81-47ed-9b69-08ded5cfb542
,Kurumsal İletişim Müdürü /Korporatiw kommunikasiýalar boýunça iş dolandyryjysy,1,review,2dff0543-6cfc-493c-9b5c-08ded5cfb542
,Kurumsal İletişim Ve Sürd. Gmy,1,,3dbc3bf6-29da-4c13-8554-08ded5cff1a6
,KURUMSAL İŞLER MÜDÜRÜ,1,,4b4377bb-5a00-4b28-84ac-08ded5cff1a6
,KYM Projesi Ana Veri ve Süreç Yönetimi Şefi,1,,bf51d819-155f-4595-8717-08ded5cff1a6
,KYM Projesi Planlama uzmanı,1,,c4865c8f-cb5a-4f9c-8439-08ded5cff1a6
,KYT Proje Kontrol Müdürü,1,,60f7dd7e-2e04-4ac2-868b-08ded5cff1a6
,KYT Proje Müdür Yardımcısı,1,,96c1afc2-87df-4dd1-9ad8-08ded5cfb542
,Köprülü Vinç Opr.,1,review,79e1fa55-ce43-48ee-8577-08ded5cff1a6
,Kıdemli Proje Mühendisi-Proses Ve Mekanik Müdürlüğü,1,review,7a6b75ce-30d0-411a-846d-08ded5cff1a6
,Lead DCS Commissioning Engineer,1,,8bef158e-ab52-4e7b-9b45-08ded5cfb542
,Lead engineer - Civil construction,1,,cdf61578-d554-4a07-9b17-08ded5cfb542
,Lead Engineer - Field Services,1,,c5988c16-fd9e-4085-9b76-08ded5cfb542
,Lead Engineer – Mechanical Component,1,,ff8f0d4b-71ab-4907-8587-08ded5cff1a6
,"Lead Engineer, machine foundation specialist",1,,a3720b2b-0643-41b8-867a-08ded5cff1a6
,Lead Field Engineer,1,,8cd6501f-c40c-4138-8516-08ded5cff1a6
,Lead Field Service Engineer,1,,a750075a-44ba-453f-9b12-08ded5cfb542
,Lead Machinery Diagnostic-gas türbini ve generatörlerin çalışması titreşim (vibrasyon) ölçümleri,1,review,11dabc6b-5f0e-47dc-84b7-08ded5cff1a6
,Lead MDS,1,,968782bc-89b7-4347-853a-08ded5cff1a6
,Lead Mechanial Engineer TA,1,,f84cc55e-d50b-4224-839e-08ded5cff1a6
,Lead NCM Engineer,1,,27ee823c-7817-4165-9ae7-08ded5cfb542
,Lead Training Specialist,1,,b472ecc2-ec06-4197-9b21-08ded5cfb542
,Lead Training Specialist - Instructor,1,,3a8278ab-2b13-42cb-85cc-08ded5cff1a6
,Lead Winder,1,,bab2e87f-84b3-440b-86a8-08ded5cff1a6
,Lebap Sahasında Genaratör yatak değişimi,1,,37bae160-090f-45f5-8563-08ded5cff1a6
,Lifting Süpervizörü,1,,fba5def7-8d73-49dc-8651-08ded5cff1a6
,Liojistik Direktörü,1,,616756ff-0aeb-4b42-8704-08ded5cff1a6
,LM6000 Bakım,1,,49c940a5-ce04-40cc-8486-08ded5cff1a6
,LM6000 supervizor,1,,8335c8fc-4f54-45c6-8663-08ded5cff1a6
,Lm6000 turbunlerinin GE Turkiye sorumlusudur-Isveren gorusmeleri ve saha durumlarini incelemek,1,review,7743ec01-392a-4822-9b09-08ded5cfb542
,LOGISTICS,1,,62471997-957c-41e1-8724-08ded5cff1a6
,Logistics Asst. Specialist,1,,601c0074-ce17-41b2-8705-08ded5cff1a6
,Logistics sales and pricing specialist,1,,f9519b34-5824-414d-86be-08ded5cff1a6
,"Logistics Specialist at ""Öznakliyat Karataşımacılığı A.Ş.""",1,review,58b3eda6-9396-4f1f-8728-08ded5cff1a6
,Lojistik direktörü,1,,27949bdb-e71c-45f6-83de-08ded5cff1a6
,Lojistik Koordinatörü,1,,8310e079-aa71-4972-868c-08ded5cff1a6
,Lojistik Müdürü,1,,d93ef72b-fa75-401e-9b38-08ded5cfb542
,Lojistik Operasyon Bölümü-Operasyon Uzmanı,1,,5cd90427-c95d-46dd-873c-08ded5cff1a6
,Lojistik uzman yardımcısı,1,,2be567f9-0ac2-4678-8662-08ded5cff1a6
,Lojistik Uzmanı,1,,eb20e718-782d-41b1-851e-08ded5cff1a6
,Main Ciiling Water Circulating Pumps,1,,a5e9a72a-977a-4cf9-840f-08ded5cff1a6
,Main Cooling Water Circulating Pumps,1,,9cf85a07-ce1c-4b8a-86ca-08ded5cff1a6
,maket süpervizörü,1,,d70af13d-4c7b-4e6d-875b-08ded5cff1a6
,Makina mühendisi (sigorta eksper uzman),1,,160b5d53-4851-43b6-83ec-08ded5cff1a6
,Makine - montaj süpervizörü,1,,25933cad-d650-4ed5-8610-08ded5cff1a6
,Makine Ekipman ve Kaldırma Süpervizörü,1,,0143f192-26f8-4e76-9afb-08ded5cfb542
,Makine mühendesi,1,,b3d18368-6c91-4744-85ef-08ded5cff1a6
,MAKİNE VE EKİPMAN KALDIRMA MÜHENDİSİ,1,,7107f167-d21c-4463-8733-08ded5cff1a6
,Mali İşler Direktörü,1,,eb625c52-655c-470a-86b8-08ded5cff1a6
,Mali İşler Genel Müdür Yardımcısı,1,,a962372e-78df-4563-9ad0-08ded5cfb542
,Maliye koordintoru,1,,3220574a-39bd-470b-9b16-08ded5cfb542
,Manager of Civil/Structural Engineering,1,review,0a4c4f3c-ad53-4075-8391-08ded5cff1a6
,Manufacturing Technical Quality Manager,1,,96d500d9-6e26-41e6-9b74-08ded5cfb542
,MARINE EQUIPEMNT OILER,1,,1324a62d-5bf8-45a0-84f4-08ded5cff1a6
,marketing bölüminiň ýolbaşçysy,1,,8758af7f-cb79-4a04-8600-08ded5cff1a6
,Mary 3 projesinden PLC haberleşme işleri için sahaya gidecekler,1,review,af8694ff-13d3-4784-86f5-08ded5cff1a6
,Mary GT6 / GT7 Bakimlari,1,review,1143314c-f782-441b-85a5-08ded5cff1a6
,MARY'den çıkan yedek parçaların tamir işlerinin kontrol ve raporlaması için gelecek,1,review,ac5a08f4-1b6c-4e48-9b64-08ded5cfb542
,Mary-3 arıza için tehnik rehberlik saglamak,1,,8c34cdd6-85b9-4ce0-840d-08ded5cff1a6
,MARY3 Mekanik  Formeni,1,,60bd9bdb-7d49-43a2-8490-08ded5cff1a6
,Mary3 proje sorumlusu,1,,02f91714-f0a7-431e-83c6-08ded5cff1a6
,MASDAF-YANGIN POMPASI-2000049686,1,,899d9e4e-93e8-4768-8634-08ded5cff1a6
,Material Manager,1,,ba99909b-b479-470d-8674-08ded5cff1a6
,MC General Manager İstanbul Branch,1,,c6d3d306-c045-45b6-8526-08ded5cff1a6
,Mcc supervizör,1,,6f2df8c1-af3b-4af9-84b3-08ded5cff1a6
,Mech TFA,1,,3f07f562-5cf6-4392-84f8-08ded5cff1a6
,Mech TFA- Gurluşyk meýdançasynda mehaniki işler boýunça tehnik-maslahatçy,1,review,a6c5ef1f-3513-4cfe-866a-08ded5cff1a6
,MECHANIC SPECIALIST,1,,ed9781f3-ea51-4e0c-8434-08ded5cff1a6
,Mechanical  Supervisor,1,,9bc2f2eb-598b-427e-83b8-08ded5cff1a6
,Mechanical discipline engineer,1,,717d10c2-a40a-4caa-85e7-08ded5cff1a6
,Mechanical Engineer - TFA,1,,3cab7a39-f424-4c70-872d-08ded5cff1a6
,Mechanical Erection Technical Advisor,1,,bf1e0915-3788-4f30-9b25-08ded5cfb542
,Mechanical Field Service Engineer,1,,e44f2981-d0ac-4ce3-874e-08ded5cff1a6
,Mechanical Foreman,1,,ae4b7d8b-12e5-44cc-8361-08ded5cff1a6
,Mechanical TFA,1,,fa84c297-75f6-40ce-873e-08ded5cff1a6
,MECHANİCAL ENGİNEER,1,,986ee363-0220-48fb-84cd-08ded5cff1a6
,Mekanik,1,,0923d9c2-386f-4cf8-8737-08ded5cff1a6
,mekanik bakım ve onarımcısı,1,,1e200cb1-4d40-44e2-83e1-08ded5cff1a6
,Mekanik devreye alma mühendisi,1,,5369fb9f-c076-4e78-861f-08ded5cff1a6
,Mekanik Ekipbaşı,1,,942ecf85-d2ec-48ca-855b-08ded5cff1a6
,mekanik montaj EKİPBAŞI,1,,c097f5c1-6952-43a4-9b54-08ded5cfb542
,Mekanik Montaj Postabaşı,1,,19ec2808-5eda-4b38-83ea-08ded5cff1a6
,Mekanik montaj Süpervizör,1,,fe807cec-3cbb-4107-83b6-08ded5cff1a6
,Mekanik Montaj Ustası,1,,643c70d0-b522-44ec-854b-08ded5cff1a6
,mekanik mühendisi,1,,77bfdff3-8c88-415c-863c-08ded5cff1a6
,Mekanik Mühendislik Müdürü-Mekanik İşler Bölümü,1,review,b874b32f-0a31-4af2-8528-08ded5cff1a6
,mekanik süpervizörün,1,,ee6d0a50-2127-4c96-85d8-08ded5cff1a6
,Mekanik Teklif Şefi,1,,656e9d42-506e-45fe-8464-08ded5cff1a6
,Mekanik Tekniker,1,,c61d3c8f-fdc3-40d5-83d5-08ded5cff1a6
,Mekanik İşleri Teknikeri,1,,371f2dd5-62d4-4751-844d-08ded5cff1a6
,Mekanik İşleri Şefi,1,,d2a2ca0d-fdfb-46c5-8508-08ded5cff1a6
,Mekanik Şef,1,,14f493b5-40d6-4c3f-8640-08ded5cff1a6
,Mekanik Şefi-GT-ST cneterline,1,,3299835f-096c-415f-8488-08ded5cff1a6
,Mekanik/Centerline (Türbin) bölgesinde Kalite Kontrol İnspektörü,1,review,63d12c10-1137-49c4-8675-08ded5cff1a6
,MEKANİK FORMEN,1,,ab233830-efa3-421d-8608-08ded5cff1a6
,MEKANİK FORMENİ-Mehanik işler boýunça prorab,1,,ed94de55-8b81-4d77-85f3-08ded5cff1a6
,MEKANİK MONTAJ EKİPBAŞI / BOP,1,review,138c29ba-c34a-4b60-8383-08ded5cff1a6
,MEKANİK MONTAJ POSTABAŞI,1,,5bc0d898-bbd9-4ec5-8372-08ded5cff1a6
,MEKANİK MONTAJ USTASI,1,,1b389af3-17a4-409a-860c-08ded5cff1a6
,MEKANİK MONTAJCI,1,,539c8480-38d8-4bbf-86a1-08ded5cff1a6
,MEKANİK mühendisi,1,,d330fe7e-df0f-49cd-8693-08ded5cff1a6
,MEKANİK MÜHENDİSİ,1,,eb5b8c60-92b2-4660-9b14-08ded5cfb542
,MEKANİK SUPERVİZÖRÜ,1,,e8807ba5-0d3a-47fe-8465-08ded5cff1a6
,MEKANİK TEKNİKERİ,1,,ae38363d-043f-4002-83c7-08ded5cff1a6
,MEKANİK USTA,1,,fdbde0ef-cab8-41e5-85c8-08ded5cff1a6
,MEKANİK ŞEF,1,,3aeda39e-6266-4077-8720-08ded5cff1a6
,Mektank'in montaj supervizörü,1,,04a350d5-ca78-4c66-8479-08ded5cff1a6
,Mektank’in Montaj süpervizörü,1,,10a54fef-56ad-47db-8624-08ded5cff1a6
,Merkez Devreye Alma Müdürü,1,,5f84e12b-74b9-4c75-842b-08ded5cff1a6
,Merkez Ofis İnsan Kaynakları Direktörü,1,,596bad57-3782-4b49-8377-08ded5cff1a6
,Merkez operasyon destek genel müdür yardımcısı-Merkez amallary goldaw boýunça Baş müdiriň orunbasary,1,review,b09683f8-325a-4fef-85bc-08ded5cff1a6
,Metal işleri usta başı,1,,725d6c54-7af8-46c8-9ae2-08ded5cfb542
,metal mamuller montaj işcisi,1,,70b8da30-8772-4b54-8370-08ded5cff1a6
,Metal Saç İşleme İşçisi,1,,ba0c0ab7-6a8f-4cc0-85fe-08ded5cff1a6
,MHI Mechanical Engineer,1,,8f8a8ba9-7b24-4e18-839f-08ded5cff1a6
,MHIAP – Instrument Specialist,1,,027ab6cb-d1a0-486d-9b55-08ded5cfb542
,Mimar,1,,ebac559f-bdb2-4b00-8718-08ded5cff1a6
,Mimar (mühendis),1,,2c855c59-989f-448e-86d4-08ded5cff1a6
,Mobilya montaj işçisi,1,,0e396879-ceb0-4d6f-8680-08ded5cff1a6
,Mobilya montajı,1,,76f7d1c7-1ca9-42d5-8615-08ded5cff1a6
,mobilýa montaj,1,,d0038c80-2391-4f70-8625-08ded5cff1a6
,mobılya montaj,1,,e350b5f2-5edc-4e24-858a-08ded5cff1a6
,montacı,1,,87241ab3-0cba-4037-8533-08ded5cff1a6
,Montaj Bölüm Yöneticisi,1,,323f5a4f-9cd3-4458-8471-08ded5cff1a6
,MONTAJ MÜDÜRÜ,1,,cf465188-887f-4a1c-84d7-08ded5cff1a6
,Montaj supervizörü,1,,bebcf324-3172-43d4-8438-08ded5cff1a6
,Montaj süpervizöri,1,,64cb422d-02f3-48f8-865f-08ded5cff1a6
,Montaj Süpervizörü,1,,3dbbbf88-b4dd-4c58-85e2-08ded5cff1a6
,montaj teknikeri,1,,60700897-c97b-420f-86e6-08ded5cff1a6
,Montaj Ustabaşı,1,,5a9b6c5c-9b16-489e-844a-08ded5cff1a6
,MONTAJCI,1,,4219e5ea-4352-4339-870b-08ded5cff1a6
,MOTORIZED  VALVES ACTUATOR süpervizörü/direktor,1,review,f562bebf-d5bc-4bc8-8404-08ded5cff1a6
,Muhasebe Direktörlüğü -Muhasebe Direktörü,1,,c1c3f71d-6547-45c8-85c6-08ded5cff1a6
,Muhasebe Direktörlüğü-Muhasebe Müdür Yardımcısı,1,review,1eb91741-c7e1-4064-839d-08ded5cff1a6
,Muhasebe Uzman Yardımcısı,1,,623e625a-9037-47ab-871f-08ded5cff1a6
,MUHASEBE UZMANI,1,,ff0a1924-7742-4c13-85d2-08ded5cff1a6
,Muhasebe şefi,1,,5e69bef0-8171-44e1-8573-08ded5cff1a6
,MV Switchgear Montaj ve devreye alma süpervizörü,1,review,17c47912-306c-497e-857b-08ded5cff1a6
,MV Switchgear montaj ve devreye alma çalışmaları,1,review,d149fd15-dd55-4911-85c7-08ded5cff1a6
,"MV Switchgear panelleri için -   2, Mekanik teknisyen",1,review,a81c880c-7fe7-448a-9b84-08ded5cfb542
,"MV Switchgear panelleri,   2-AR-GE müdürü",1,,5b8f84ab-ac77-44c3-852b-08ded5cff1a6
,"MÜDÜR, SATINALMA MÜDÜRLÜĞÜ (TRM PROJELERİ)",1,,c1d39244-01fa-4731-842e-08ded5cff1a6
,Mühendislik Koordinatörü,1,,9921e605-4ad0-4383-864f-08ded5cff1a6
,Mühendislik Müdür Yardımcısı-Inženerçilik işleriniň müdiriniň orunbasary,1,review,bbe77f38-122e-48a8-8567-08ded5cff1a6
,Mühendislik Müdürü,1,,c3082d3b-f7e7-4855-84d6-08ded5cff1a6
,Mühendislik Müdürü-Mühendislik Müdürlüğü,1,,20693f48-987c-4f9a-859f-08ded5cff1a6
,Müşderiler bilen işleşmek boýunça iş dolondyryjy,1,review,5aa691d7-d5f4-4f52-9ac3-08ded5cfb542
,MİM mühendislik yönetim kurulu başkanı,1,,67a98ddb-1768-42a7-8395-08ded5cff1a6
,N2-O2 GENERATION SYSTEM Service Engineer,1,,2c103511-5725-45ab-9b27-08ded5cfb542
,N2-O2 GENERATION SYSTEM Technical Supervisor,1,,8d81f247-b33a-42cd-874b-08ded5cff1a6
,OEM Arayüz Koordinatörü,1,,f7440c68-fa78-4403-8664-08ded5cff1a6
,Oil Seperator süpervizörü,1,,b7cccc9c-afa8-4451-8545-08ded5cff1a6
,On Site Services Specialist,1,,1791aefd-b26b-474c-841f-08ded5cff1a6
,ON-SITE MACHINING SUPERVISOR,1,,bad1b632-01b4-413a-856f-08ded5cff1a6
,ON-SITE MACHINING SUPERVISOR/GENERATOR ROTOR MACHINING,1,review,c4691bd1-d75b-43ff-86e3-08ded5cff1a6
,Operasyon Bakım ve Devreye Alma Müdürü,1,,ac55f035-a801-4054-837d-08ded5cff1a6
,Operasyon Uzmanı/Operation Engineer / Specialist,1,review,8fd9086f-9fb1-4e27-85d5-08ded5cff1a6
,operation and maintenanse engineer,1,,138ac025-740e-450c-83dd-08ded5cff1a6
,OPERATÖR-FORMEN,1,,6524b631-d70e-4e70-8569-08ded5cff1a6
,ORTA GERİLİM KORUMA ROLELERİ MÜHENDİSİ,1,,cd68c2d7-170a-4bde-84e3-08ded5cff1a6
,otomasyon isleri sorumlusu,1,,ad06f734-14df-4c24-8670-08ded5cff1a6
,Otomasyon mühendisi-okuw,1,,310f1001-707d-4fc3-8380-08ded5cff1a6
,OUTAGE MENAGER,1,,d68b121c-e17f-4f8e-9b28-08ded5cfb542
,PANO MONTAJ SÜPERVİZÖRÜ,1,,715a5a48-b6ad-4241-8401-08ded5cff1a6
,Panolarin test ve devre alma kapsamı,1,,0cf3c0fa-d157-4e08-8666-08ded5cff1a6
,PEECC tamiri,1,,ad0c83d6-8966-4cab-874f-08ded5cff1a6
,Perde Montaj Süpervizörü,1,,7ce62eb0-53f3-41ba-8603-08ded5cff1a6
,Performance Engineer,1,,e261b4c0-0454-4ad8-8747-08ded5cff1a6
,Performance Technition,1,,2621b591-e2b9-49f4-9b6a-08ded5cfb542
,Performance Test Engineer,1,,adcae6cf-2cd2-4c21-8611-08ded5cff1a6
,Personel sahada bulunduğu süreçte şalt sahaları as-built çalışmalarını yapacaktır.,1,review,5a59dfe7-0dba-4414-86a2-08ded5cff1a6
,PERSONEL UZMANI,1,,d4611951-99fc-44ae-85a3-08ded5cff1a6
,Personel Uzmanı,1,,e543d5e7-cb3d-431c-8746-08ded5cff1a6
,Personel Şefi,1,,92ac2962-8318-4f97-8613-08ded5cff1a6
,petrol gaz direktoru,1,,59f16112-a9d3-4768-8436-08ded5cff1a6
,"Pig launching ve receiving üniteleri, - egıtım",1,review,08642159-ea5a-4240-84b1-08ded5cff1a6
,Piping Enigneer,1,,2eeff651-9582-46b9-9acc-08ded5cfb542
,Piping Lead,1,,07da2953-f731-4b32-8667-08ded5cff1a6
,pk mühendisi,1,,eaa1d22b-310b-46ab-84e1-08ded5cff1a6
,Planlama Mühendisi,1,,3df3a7f4-5a59-466b-85b0-08ded5cff1a6
,PLANLAMA MÜHENDİSİ,1,,ff749b82-ecbc-4f69-86e7-08ded5cff1a6
,PLANLAMA VE MALİYET KONTROL ŞEFİ,1,,369110a5-f1f7-4719-85ca-08ded5cff1a6
,Plant Commissioning Advisor,1,,6c9ae1a6-f027-45f3-8472-08ded5cff1a6
,pompa devreye alma süpervizörü,1,,b3293b2c-f97b-4ef9-8505-08ded5cff1a6
,POSTABAŞI - BORUCU,1,,203c8d8c-a943-4eb1-9ae3-08ded5cfb542
,POSTABAŞI - BORUCU-Boru Ekibi,1,,2566ccf5-86ec-44c3-86ba-08ded5cff1a6
,Process Commissioning Engineer,1,,44d9456f-074a-4bd1-83b0-08ded5cff1a6
,Process discipline engineer,1,,30ffef96-818f-4489-85f5-08ded5cff1a6
,Process Engineer & DCS Supervis,1,review,5a017e79-292d-4a6a-8627-08ded5cff1a6
,Process Mechanic Department Manager,1,,db30255a-de98-401a-9b19-08ded5cfb542
,PROCESS TEKNİKERİ,1,,24a0aa53-715a-4281-842c-08ded5cff1a6
